preference_key,movie_title,star_cast,rating,year,place,vote,link
4,Matrix,"Lana Wachowski (dir.), Keanu Reeves, Laurence Fishburne",8.669181015775736,1999,16,,/title/tt0133093/
1,Buenos muchachos,"Martin Scorsese (dir.), Robert De Niro, Ray Liotta",8.65345799352992,1990,17,,/title/tt0099685/
2,Atrapado sin salida,"Milos Forman (dir.), Jack Nicholson, Louise Fletcher",8.637450617074434,1975,18,,/title/tt0073486/
3,Seven,"David Fincher (dir.), Morgan Freeman, Brad Pitt",8.60461865132746,1995,19,,/title/tt0114369/
4,¡Qué bello es vivir!,"Frank Capra (dir.), James Stewart, Donna Reed",8.597594103949111,1946,20,,/title/tt0038650/
1,Los siete samuráis,"Akira Kurosawa (dir.), Toshirô Mifune, Takashi Shimura",8.597506270827648,1954,21,,/title/tt0047478/
2,El silencio de los inocentes,"Jonathan Demme (dir.), Jodie Foster, Anthony Hopkins",8.58833862698192,1991,22,,/title/tt0102926/
3,Rescatando al soldado Ryan,"Steven Spielberg (dir.), Tom Hanks, Matt Damon",8.579908340965579,1998,23,,/title/tt0120815/
4,Ciudad de Dios,"Fernando Meirelles (dir.), Alexandre Rodrigues, Leandro Firmino",8.579308264623828,2002,24,,/title/tt0317248/
1,Interestelar,"Christopher Nolan (dir.), Matthew McConaughey, Anne Hathaway",8.573560017142372,2014,25,,/title/tt0816692/
2,La vida es bella,"Roberto Benigni (dir.), Roberto Benigni, Nicoletta Braschi",8.56882078649059,1997,26,,/title/tt0118799/
3,Milagros inesperados,"Frank Darabont (dir.), Tom Hanks, Michael Clarke Duncan",8.56394119607997,1999,27,,/title/tt0120689/
4,La guerra de las galaxias,"George Lucas (dir.), Mark Hamill, Harrison Ford",8.547386528141203,1977,28,,/title/tt0076759/
1,Terminator 2: Juicio final,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.53843682245761,1991,29,,/title/tt0103064/
2,Volver al futuro,"Robert Zemeckis (dir.), Michael J. Fox, Christopher Lloyd",8.517944603917913,1985,30,,/title/tt0088763/
3,El viaje de Chihiro,"Hayao Miyazaki (dir.), Daveigh Chase, Suzanne Pleshette",8.515944376384295,2001,31,,/title/tt0245429/
4,El pianista,"Roman Polanski (dir.), Adrien Brody, Thomas Kretschmann",8.50797972699956,2002,32,,/title/tt0253474/
1,Psicosis,"Alfred Hitchcock (dir.), Anthony Perkins, Janet Leigh",8.506127285349553,1960,33,,/title/tt0054215/
2,Parásitos,"Bong Joon Ho (dir.), Song Kang-ho, Lee Sun-kyun",8.500501131766203,2019,34,,/title/tt6751668/
3,El perfecto asesino,"Luc Besson (dir.), Jean Reno, Gary Oldman",8.491887932050652,1994,35,,/title/tt0110413/
4,El rey león,"Roger Allers (dir.), Matthew Broderick, Jeremy Irons",8.487661823288493,1994,36,,/title/tt0110357/
1,Gladiador,"Ridley Scott (dir.), Russell Crowe, Joaquin Phoenix",8.487458149928703,2000,37,,/title/tt0172495/
2,Historia americana X,"Tony Kaye (dir.), Edward Norton, Edward Furlong",8.481053570814385,1998,38,,/title/tt0120586/
3,Los infiltrados,"Martin Scorsese (dir.), Leonardo DiCaprio, Matt Damon",8.476357548922035,2006,39,,/title/tt0407887/
4,Whiplash Música y obsesión,"Damien Chazelle (dir.), Miles Teller, J.K. Simmons",8.469616346270632,2014,40,,/title/tt2582802/
1,El gran truco,"Christopher Nolan (dir.), Christian Bale, Hugh Jackman",8.46932706612189,2006,41,,/title/tt0482571/
2,Sospechosos comunes,"Bryan Singer (dir.), Kevin Spacey, Gabriel Byrne",8.468377373715128,1995,42,,/title/tt0114814/
3,Casablanca,"Michael Curtiz (dir.), Humphrey Bogart, Ingrid Bergman",8.461009565288396,1942,43,,/title/tt0034583/
4,La tumba de las luciérnagas,"Isao Takahata (dir.), Tsutomu Tatsumi, Ayano Shiraishi",8.456919728175937,1988,44,,/title/tt0095327/
1,Harakiri,"Masaki Kobayashi (dir.), Tatsuya Nakadai, Akira Ishihama",8.456552119945272,1962,45,,/title/tt0056058/
2,Amigos intocables,"Olivier Nakache (dir.), François Cluzet, Omar Sy",8.453030925380226,2011,46,,/title/tt1675434/
3,Tiempos modernos,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.446358206124323,1936,47,,/title/tt0027977/
4,Érase una vez en el oeste,"Sergio Leone (dir.), Henry Fonda, Charles Bronson",8.439684069941983,1968,48,,/title/tt0064116/
1,Cinema Paradiso,"Giuseppe Tornatore (dir.), Philippe Noiret, Enzo Cannavale",8.435832818929786,1988,49,,/title/tt0095765/
2,La ventana indiscreta,"Alfred Hitchcock (dir.), James Stewart, Grace Kelly",8.435057133760727,1954,50,,/title/tt0047396/
3,"Alien, el octavo pasajero","Ridley Scott (dir.), Sigourney Weaver, Tom Skerritt",8.433137542907403,1979,51,,/title/tt0078748/
4,Luces de la ciudad,"Charles Chaplin (dir.), Charles Chaplin, Virginia Cherrill",8.431483617226876,1931,52,,/title/tt0021749/
1,Apocalipsis ahora,"Francis Ford Coppola (dir.), Martin Sheen, Marlon Brando",8.422558502152196,1979,53,,/title/tt0078788/
2,Amnesia,"Christopher Nolan (dir.), Guy Pearce, Carrie-Anne Moss",8.418576597324,2000,54,,/title/tt0209144/
3,Django sin cadenas,"Quentin Tarantino (dir.), Jamie Foxx, Christoph Waltz",8.409661922734404,2012,55,,/title/tt1853728/
4,Los cazadores del arca perdida,"Steven Spielberg (dir.), Harrison Ford, Karen Allen",8.405627332227635,1981,56,,/title/tt0082971/
1,WALL·E,"Andrew Stanton (dir.), Ben Burtt, Elissa Knight",8.395612217602148,2008,57,,/title/tt0910970/
2,La vida de los otros,"Florian Henckel von Donnersmarck (dir.), Ulrich Mühe, Martina Gedeck",8.383374923803432,2006,58,,/title/tt0405094/
3,El ocaso de una vida,"Billy Wilder (dir.), William Holden, Gloria Swanson",8.378591166129068,1950,59,,/title/tt0043014/
4,Patrulla infernal,"Stanley Kubrick (dir.), Kirk Douglas, Ralph Meeker",8.371369606313534,1957,60,,/title/tt0050825/
1,El resplandor,"Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall",8.36462438124391,1980,61,,/title/tt0081505/
2,El gran dictador,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.363524953035192,1940,62,,/title/tt0032553/
3,Avengers: Infinity War,"Anthony Russo (dir.), Robert Downey Jr., Chris Hemsworth",8.362156121883705,2018,63,,/title/tt4154756/
4,Testigo de cargo,"Billy Wilder (dir.), Tyrone Power, Marlene Dietrich",8.359394520523338,1957,64,,/title/tt0051201/
1,Alien 2: El regreso,"James Cameron (dir.), Sigourney Weaver, Michael Biehn",8.342771306926206,1986,65,,/title/tt0090605/
2,Spider-Man: Un nuevo universo,"Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.339655064098743,2018,66,,/title/tt4633694/
3,Belleza americana,"Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.328966793806567,1999,67,,/title/tt0169547/
4,Dr Insólito o Cómo aprendí a no preocuparme y amar la bomba,"Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.326511763307119,1964,68,,/title/tt0057012/
1,Batman: El caballero de la noche asciende,"Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.325911420871622,2012,69,,/title/tt1345836/
2,Cinco días para vengarse,"Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-tae",8.319927140264692,2003,70,,/title/tt0364569/
3,Bastardos sin gloria,"Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.319498280087494,2009,71,,/title/tt0361748/
4,Amadeus,"Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.316262890576532,1984,72,,/title/tt0086879/
1,Coco,"Lee Unkrich (dir.), Anthony Gonzalez, Gael García Bernal",8.31519937454957,2017,73,,/title/tt2380307/
2,Toy Story,"John Lasseter (dir.), Tom Hanks, Tim Allen",8.31406016371655,1995,74,,/title/tt0114709/
3,Corazón valiente,"Mel Gibson (dir.), Mel Gibson, Sophie Marceau",8.312475342206355,1995,75,,/title/tt0112573/
4,Guasón,"Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.312099786837326,2019,76,,/title/tt7286456/
1,El submarino,"Wolfgang Petersen (dir.), Jürgen Prochnow, Herbert Grönemeyer",8.311492743581386,1981,77,,/title/tt0082096/
2,Avengers: Endgame,"Anthony Russo (dir.), Robert Downey Jr., Chris Evans",8.30341818667001,2019,78,,/title/tt4154796/
3,La princesa Mononoke,"Hayao Miyazaki (dir.), Yôji Matsuda, Yuriko Ishida",8.302975069099892,1997,79,,/title/tt0119698/
4,Érase una vez en América,"Sergio Leone (dir.), Robert De Niro, James Woods",8.294343584406917,1984,80,,/title/tt0087843/
1,Mente indomable,"Gus Van Sant (dir.), Robin Williams, Matt Damon",8.293564318847665,1997,81,,/title/tt0119217/
2,Your Name,"Makoto Shinkai (dir.), Ryunosuke Kamiki, Mone Kamishiraishi",8.284152798525742,2016,82,,/title/tt5311514/
3,Cantando bajo la lluvia,"Stanley Donen (dir.), Gene Kelly, Donald O'Connor",8.275338443886127,1952,83,,/title/tt0045152/
4,3 Idiots,"Rajkumar Hirani (dir.), Aamir Khan, Madhavan",8.274647418376315,2009,84,,/title/tt1187043/
1,Réquiem por un sueño,"Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto",8.27322390883682,2000,85,,/title/tt0180093/
2,Cielo e infierno,"Akira Kurosawa (dir.), Toshirô Mifune, Yutaka Sada",8.272396593856898,1963,86,,/title/tt0057565/
3,Toy Story 3,"Lee Unkrich (dir.), Tom Hanks, Tim Allen",8.27001353559292,2010,87,,/title/tt0435761/
4,Cafarnaúm: la ciudad olvidada,"Nadine Labaki (dir.), Zain Al Rafeea, Yordanos Shiferaw",8.267728293988052,2018,88,,/title/tt8267604/
1,El regreso del jedi,"Richard Marquand (dir.), Mark Hamill, Harrison Ford",8.264021241576366,1983,89,,/title/tt0086190/
2,2001 Odisea del espacio,"Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood",8.261340337842602,1968,90,,/title/tt0062622/
3,Eterno resplandor de una mente sin recuerdos,"Michel Gondry (dir.), Jim Carrey, Kate Winslet",8.261106609440455,2004,91,,/title/tt0338013/
4,Ven y mira,"Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova",8.259499902729877,1985,92,,/title/tt0091251/
1,Perros de reserva,"Quentin Tarantino (dir.), Harvey Keitel, Tim Roth",8.25798892678362,1992,93,,/title/tt0105236/
2,La caza,"Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen",8.257209170004199,2012,94,,/title/tt2106476/
3,El ciudadano Kane,"Orson Welles (dir.), Orson Welles, Joseph Cotten",8.248899264138496,1941,95,,/title/tt0033467/
4,Lawrence de Arabia,"David Lean (dir.), Peter O'Toole, Alec Guinness",8.248721154061295,1962,96,,/title/tt0056172/
1,M el Maldito,"Fritz Lang (dir.), Peter Lorre, Ellen Widmann",8.248303049679587,1931,97,,/title/tt0022100/
2,Vivir,"Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko",8.245721241303025,1952,98,,/title/tt0044741/
3,Intriga internacional,"Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint",8.244971281620469,1959,99,,/title/tt0053125/
4, De entre los muertos,"Alfred Hitchcock (dir.), James Stewart, Kim Novak",8.242259012545277,1958,10,,/title/tt0052357/
1,Piso de soltero,"Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine",8.241844850377086,1960,101,,/title/tt0053604/
2,Amélie,"Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz",8.240270296252037,2001,102,,/title/tt0211915/
3,Pacto de sangre,"Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck",8.238046309326045,1944,103,,/title/tt0036775/
4,Naranja mecánica,"Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee",8.23725314946289,1971,104,,/title/tt0066921/
1,Cara de guerra,"Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey",8.23642358815634,1987,105,,/title/tt0093058/
2,Caracortada,"Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer",8.235008657632724,1983,106,,/title/tt0086250/
3,Hamilton,"Thomas Kail (dir.), Lin-Manuel Miranda, Phillipa Soo",8.22955249639603,2020,107,,/title/tt8503618/
4,La mujer que cantaba,"Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin",8.22716552127013,2010,108,,/title/tt1255953/
1,Fuego contra fuego,"Michael Mann (dir.), Al Pacino, Robert De Niro",8.226046499368763,1995,109,,/title/tt0113277/
2,Matar a un ruiseñor,"Robert Mulligan (dir.), Gregory Peck, John Megna",8.225268574996408,1962,110,,/title/tt0056592/
3,Up Una aventura de altura,"Pete Docter (dir.), Edward Asner, Jordan Nagai",8.22480930574771,2009,111,,/title/tt1049413/
4,El golpe,"George Roy Hill (dir.), Paul Newman, Robert Redford",8.224430492455875,1973,112,,/title/tt0070735/
1,Una separación,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami",8.22112192777545,2011,113,,/title/tt1832382/
2,Metrópolis,"Fritz Lang (dir.), Brigitte Helm, Alfred Abel",8.220879076104035,1927,114,,/title/tt0017136/
3,Los Ángeles al desnudo,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe",8.217962822201862,1997,115,,/title/tt0119488/
4,Taxi Driver,"Martin Scorsese (dir.), Robert De Niro, Jodie Foster",8.217849985514539,1976,116,,/title/tt0075314/
1,Duro de matar,"John McTiernan (dir.), Bruce Willis, Alan Rickman",8.217391891316833,1988,117,,/title/tt0095016/
2,Indiana Jones y la última cruzada,"Steven Spielberg (dir.), Harrison Ford, Sean Connery",8.216512644923105,1989,118,,/title/tt0097576/
3,Snatch Cerdos y diamantes,"Guy Ritchie (dir.), Jason Statham, Brad Pitt",8.2164814995003,2000,119,,/title/tt0208092/
4,Ladrones de bicicletas,"Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola",8.215434222812597,1948,120,,/title/tt0040522/
1,Like stars on Earth,"Aamir Khan (dir.), Darsheel Safary, Aamir Khan",8.21199342869681,2007,121,,/title/tt0986264/
2,1917,"Sam Mendes (dir.), Dean-Charles Chapman, George MacKay",8.210979205858678,2019,122,,/title/tt8579674/
3,Top Gun: Maverick,"Joseph Kosinski (dir.), Tom Cruise, Jennifer Connelly",8.209882652632505,2022,123,,/title/tt1745960/
4,La caída,"Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara",8.203080672098194,2004,124,,/title/tt0363163/
1,Dangal,"Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar",8.199153695961181,2016,125,,/title/tt5074352/
2,Por unos dólares más,"Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef",8.198704742799071,1965,126,,/title/tt0059578/
3,Batman inicia,"Christopher Nolan (dir.), Christian Bale, Michael Caine",8.196814692232355,2005,127,,/title/tt0372784/
4,El chico,"Charles Chaplin (dir.), Charles Chaplin, Edna Purviance",8.190404403283305,1921,128,,/title/tt0012349/
1,Una Eva y dos Adanes,"Billy Wilder (dir.), Marilyn Monroe, Tony Curtis",8.190061134697556,1959,129,,/title/tt0053291/
2,El Padre,"Florian Zeller (dir.), Anthony Hopkins, Olivia Colman",8.181988041482338,2020,130,,/title/tt10272386/
3,La malvada,"Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter",8.179910442348636,1950,131,,/title/tt0042192/
4,El lobo de Wall Street,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill",8.17868379165739,2013,132,,/title/tt0993846/
1,Green Book Una amistad sin fronteras,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali",8.17778918256789,2018,133,,/title/tt6966692/
2,Juicio en Nuremberg,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster",8.171317219748518,1961,134,,/title/tt0055031/
3,Ran,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao",8.164389118013826,1985,135,,/title/tt0089881/
4,Casino,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.163920031102448,1995,136,,/title/tt0112641/
1,The Truman Show Historia de una vida,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.162259407698702,1998,137,,/title/tt0120382/
2,Petróleo sangriento,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.160967977398933,2007,138,,/title/tt0469494/
3,El laberinto del fauno,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.160002133351384,2006,139,,/title/tt0457430/
4,Los imperdonables,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.158153338640393,1992,140,,/title/tt0105695/
1,El sexto sentido,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.154836190762108,1999,141,,/title/tt0167404/
2,La isla siniestra,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.154316785821969,2010,142,,/title/tt1130884/
3,Una mente brillante,"Ron Howard (dir.), Russell Crowe, Ed Harris",8.15057782721232,2001,143,,/title/tt0268978/
4,Parque jurásico,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.150009724450822,1993,144,,/title/tt0107290/
1,Yojimbo,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.147204742641367,1961,145,,/title/tt0055630/
2,El tesoro de la Sierra Madre,"John Huston (dir.), Humphrey Bogart, Walter Huston",8.146998082292452,1948,146,,/title/tt0040897/
3,Monty Python y el santo grial,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.144661990247354,1975,147,,/title/tt0071853/
4,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.140676464965688,2007,148,,/title/tt0477348/
1,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.139282554171478,1963,149,,/title/tt0057115/
2,Kill Bill La venganza (volumen 1),"Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.139264263445769,volumen 1,150,,/title/tt0266697/
3,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.137083646303738,1950,151,,/title/tt0042876/
4,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.134697049126354,1982,152,,/title/tt0084787/
1,Spider-Man: Sin camino a casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.131896487286607,2021,153,,/title/tt10872600/
2,Buscando a Nemo,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.131198955979851,2003,154,,/title/tt0266543/
3,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.126418791628941,1980,155,,/title/tt0080678/
4,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.12505493378346,1974,156,,/title/tt0071315/
1,Toro salvaje,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.122271145994217,1980,157,,/title/tt0081398/
2,V de venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.122047978058038,2005,158,,/title/tt0434409/
3,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.121167879338122,1939,159,,/title/tt0031381/
4,"Juegos, trampas y dos pistolas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.119657550520559,1998,160,,/title/tt0120735/
1,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.119308072123756,1954,161,,/title/tt0046912/
2,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.119148103418942,2015,162,,/title/tt2096673/
3,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.11784747296052,2009,163,,/title/tt1305806/
4,El increíble castillo vagabundo,"Hayao Miyazaki (dir.), Chieko Baisho, Takuya Kimura",8.117634958705526,2004,164,,/title/tt0347149/
1,Tres anuncios por un crimen,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111266581957494,2017,165,,/title/tt5027774/
2,La vida en el abismo,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.110126321603008,1996,166,,/title/tt0117951/
3,El puente sobre el río Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.109850195094324,1957,167,,/title/tt0050212/
4,Intriga,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.10775037979514,2013,168,,/title/tt1392214/
1,La última pelea,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.102278140729991,2011,169,,/title/tt1291584/
2,Fargo Secuestro voluntario,"Joel Coen (dir.), William H. Macy, Frances McDormand",8.102276604970697,1996,170,,/title/tt0116282/
3,Gran Torino,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.099819513633541,2008,171,,/title/tt1205489/
4,John Wick 4,"Chad Stahelski (dir.), Keanu Reeves, Laurence Fishburne",8.099289776885948,2023,172,,/title/tt10366206/
1,Atrápame si puedes,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.091990748951583,2002,173,,/title/tt0264464/
2,Mi vecino Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.0917275165218,1988,174,,/title/tt0096283/
3,Golpes del destino,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.088379842435558,2004,175,,/title/tt0405159/
4,Los niños del cielo,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.086315912032667,1997,176,,/title/tt0118849/
1,Blade Runner,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.084534201984221,1982,177,,/title/tt0083658/
2,La quimera del oro,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.084009206215967,1925,178,,/title/tt0015864/
3,Klaus,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.08245468523993,2019,179,,/title/tt4729430/
4,Harry Potter y las reliquias de la muerte (parte 2),"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.081207281469007,parte 2,180,,/title/tt1201607/
1,Antes del amanecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.081038848572376,1995,181,,/title/tt0112471/
2,12 años esclavo,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.080444789443023,2013,182,,/title/tt2024544/
3,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.078758148009532,1959,183,,/title/tt0052618/
4,Nido de ratas,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.078241888397606,1954,184,,/title/tt0047296/
1,El gran hotel Budapest,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.07790239941051,2014,185,,/title/tt2278388/
2,Perdida,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077068470327259,2014,186,,/title/tt2267998/
3,Fresas silvestres,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.07503485725548,1957,187,,/title/tt0050986/
4,La General,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.07471359099156,1926,188,,/title/tt0017925/
1,Barry Lyndon,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.07400176128045,1975,189,,/title/tt0072684/
2,En el nombre del padre,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.073352768190725,1993,190,,/title/tt0107207/
3,El francotirador,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.07294968549815,1978,191,,/title/tt0077416/
4,El tercer hombre,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.071907307022936,1949,192,,/title/tt0041959/
1,Hasta el último hombre,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.07149421458746,2016,193,,/title/tt2119532/
2,El salario del miedo,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.0695826986425,1953,194,,/title/tt0046268/
3,Salinui chueok,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.069197430008545,2003,195,,/title/tt0353969/
4,Relatos salvajes,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.067551494989942,2014,196,,/title/tt3011894/
1,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.067429044116903,1924,197,,/title/tt0015324/
2,Caballero sin espada,"Frank Capra (dir.), James Stewart, Jean Arthur",8.06609799921799,1939,198,,/title/tt0031679/
3,Mad Max: Furia en el camino,"George Miller (dir.), Tom Hardy, Charlize Theron",8.063644892784055,2015,199,,/title/tt1392190/
4,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.062520348710759,2009,200,,/title/tt0978762/
1,El séptimo sello,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.061662072109005,1957,201,,/title/tt0050976/
2,Cómo entrenar a tu dragón,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.061387863455689,2010,202,,/title/tt0892769/
3,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.060887472404453,2001,203,,/title/tt0198781/
4,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.060595345865083,1989,204,,/title/tt0097165/
1,Tiburón,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.059959136764148,1975,205,,/title/tt0073195/
2,Room,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.059177335388322,2015,206,,/title/tt3170832/
3,Identidad peligrosa,"Joel Coen (dir.), Jeff Bridges, John Goodman",8.057624353236866,1998,207,,/title/tt0118715/
4,Cuentos de Tokio,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.055385357508646,1953,208,,/title/tt0046438/
1,La pasión de Juana de Arco,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.051464327568329,1928,209,,/title/tt0019254/
